Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_players,EU_players,JP_players,Other_players,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
13905,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,Trickstar Games,T
13906,SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0.0,0.0,0.0,0.04,,,tbd,,Activision,E
13907,Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,,,tbd,,2K Play,E
13908,PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0.0,0.0,0.04,,,tbd,,XS Games,T
13911,Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,,
13913,Berserk and the Band of the Hawk,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Omega Force,
13914,Just Sing! Vol. 2,DS,2011,Misc,PQube,0.0,0.03,0.0,0.0,0.04,,,,,,
13917,Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04,,,7.8,11.0,Kojima Productions,M
13918,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.04,,,,,,
13920,Gal Gun: Double Peace,PSV,2015,Action,PQube,0.0,0.02,0.01,0.01,0.04,,,8.1,10.0,"Alchemist, Inti Creates",M
13923,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
13924,Off-Road Drive,PC,2011,Racing,1C Company,0.0,0.03,0.0,0.0,0.04,60.0,10.0,6.4,17.0,Avalon Style,
13925,A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.04,,,,,,
13926,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
13929,City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,Collision Studios,E
13930,Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,,,,,,
13935,NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.03,0.0,0.0,0.0,0.04,,,,,,
13938,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04,,,,,,
13940,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,72.0,21.0,7.7,16.0,Bongfish,T
13941,Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04,,,,,,
13942,Memories Off 6: T-Wave,PS2,2008,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,,
13943,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,8.0,7.1,31.0,TT Games,E10+
13945,Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,
13947,Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04,,,tbd,,Frame Studios Interactive,E
13951,Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,,,tbd,,Other Ocean Interactive,E
13956,Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
13958,The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
13960,Train Simulator 2016,PC,2015,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04,,,4,8.0,Dovetail Games,E
13963,Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.03,0.0,0.0,0.0,0.04,,,,,,
13967,Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,,
13968,Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,,,,,,
13971,I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,,,,,,
13974,Hunter x Hunter: Wonder Adventure,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
13975,Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,17.0,6.2,210.0,Spark Unlimited,T
13977,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
13982,Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
13984,NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.0,0.04,,,1.6,10.0,Dusenberry Martin Racing,E
13985,Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
13986,Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,49.0,7.0,6.3,4.0,Rising Star Games,E
13987,Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
13989,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,16.0,7.7,498.0,Mercury Steam,M
13992,Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,,,,,,
13995,Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,13.0,7.9,16.0,Tri-Ace,T
13996,Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0.0,0.0,0.0,0.04,,,tbd,,Coldwood Interactive,E
13997,Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,68.0,15.0,7.3,8.0,EnjoyUp Games,T
13998,Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
13999,Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0.0,0.0,0.01,0.04,,,,,,
14003,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.4,83.0,"Climax Group, Climax Studios",T
14004,DT Carnage,PSP,2009,Racing,Agetec,0.03,0.0,0.0,0.0,0.04,,,tbd,,Axis Entertainment,E10+
14005,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,66.0,4.0,7.8,48.0,Team 17,E10+
14007,GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,,,tbd,,1st Playable Productions,E
14008,Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,NEC Interchannel,0.0,0.0,0.04,0.0,0.04,,,,,,
14010,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.0,0.04,,,,,,
14011,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,71.0,37.0,6.2,26.0,Eutechnyx,E
14013,Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,14.0,8.1,25.0,Bandai Namco Games,T
14014,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M
14016,Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,,,,,,
14017,Winning Post 8 ,PSV,2014,Racing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
14018,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,
14023,Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0.0,0.0,0.04,0.0,0.04,,,,,,
14024,C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,44.0,16.0,6.9,19.0,NoWay Studio,M
14027,Super Hero Generation,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
14031,Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,
14032,Norn9: Norn + Nonette,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,
14035,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,
14037,Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0.0,0.03,0.0,0.01,0.04,,,tbd,,PQube,
14038,Chaos;Head Noah,X360,2009,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,,
14040,Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0.0,0.0,0.04,0.0,0.04,,,,,,
14041,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,68.0,13.0,6.3,15.0,System Prisma,T
14043,Logic Machines,DS,2009,Puzzle,City Interactive,0.03,0.0,0.0,0.0,0.04,,,,,,
14045,Nobunaga's Ambition II,3DS,2015,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
14046,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
14048,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
14050,Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.04,62.0,13.0,tbd,,Ivolgamus,E
14051,Music Maker: Rockstar,PS2,2009,Misc,Magix,0.02,0.01,0.0,0.0,0.04,,,,,,
14053,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,Misc,GungHo,0.0,0.0,0.04,0.0,0.04,,,,,,
14061,Saints Row 2,PC,2009,Action,THQ,0.0,0.03,0.0,0.01,0.04,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
14063,Trine 2,PC,2011,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,84.0,55.0,8.4,667.0,"Frozenbyte, Inc.",E10+
14067,Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,
14068,Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
14069,San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
14070,Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,
14073,Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
14074,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67.0,30.0,8.2,29.0,InLight Entertainment,E10+
14076,The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0.02,0.01,0.0,0.0,0.04,,,tbd,,Foreign Media,E
14079,Ailu de Puzzle,PSP,2012,Action,Capcom,0.0,0.0,0.04,0.0,0.04,,,,,,
14081,Transport Fever,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,70.0,11.0,7,28.0,Urban Games,
14083,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,Deep Silver Dambuster Studios,M
14087,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
14092,Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8,6.0,Ubisoft Paris,E10+
14093,Just Dance 2017,X360,2016,Misc,Ubisoft,0.02,0.02,0.0,0.0,0.04,,,tbd,,Ubisoft Paris,E10+
14094,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8,30.0,Experience Inc.,T
14095,Jane's Hotel,DS,2010,Simulation,Unknown,0.03,0.0,0.0,0.0,0.04,,,tbd,,Zoo Games,E
14096,Espgaluda II Black Label,X360,2010,Shooter,Cave,0.0,0.0,0.04,0.0,0.04,,,,,,
14098,The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,0.01,0.02,0.0,0.0,0.04,,,,,,
14099,World of Goo,PC,2008,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,90.0,26.0,8.5,607.0,2D Boy,E
14100,Kiniro no Corda 2 f,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
14101,Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.04,,,6.5,17.0,Konami,E
14102,World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,,,tbd,,Massive Entertainment,T
14104,Ultimate Game Room,DS,2009,Misc,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,,,tbd,,FrontLine Studios,E
14105,Warhammer: The End Times - Vermintide,PS4,2016,Action,Games Workshop,0.01,0.02,0.0,0.01,0.04,,,,,,
14106,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0.0,0.0,0.04,0.0,0.04,,,,,,
14107,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,64.0,14.0,7.1,17.0,"Fusionsphere Systems, Animation Arts",T
14109,Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,,,tbd,,Virtual Toys,E
14112,Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Square Enix,0.0,0.0,0.04,0.0,0.04,,,,,,
14114,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0.0,0.0,0.04,0.0,0.04,,,,,,
14115,Macross ? Scramble,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
14116,Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,0.02,0.01,0.0,0.0,0.04,,,tbd,,Whitebear,E10+
14118,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.04,0.0,0.04,,,,,,
14121,"My World, My Way (US sales)",DS,2008,Role-Playing,Global A Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,,
14122,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,75.0,47.0,7.7,478.0,GSC Game World,M
14125,Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0.0,0.03,0.0,0.01,0.04,,,7.9,19.0,Ironclad Games,T
14126,Bratz Kidz,DS,2008,Misc,Game Factory,0.03,0.0,0.0,0.0,0.04,,,tbd,,Neko Entertainment,E
14130,My Hero Academia: Battle for All,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
14133,Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,46.0,5.0,tbd,,Super X Studios,E10+
14134,Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,,
14136,Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,
14137,Detective Conan: Prelude from the Past,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
14138,100 Classic Games,DS,2011,Misc,Rondomedia,0.0,0.03,0.0,0.0,0.04,,,,,Easy Interactive,
14139,Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,,,,,,
14140,Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,0.02,0.01,0.0,0.0,0.04,,,,,,
14142,XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0.0,0.01,0.01,0.04,,,7.1,14.0,Arc System Works,M
14143,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14145,FabStyle,3DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14147,Astrology DS,DS,2009,Misc,Deep Silver,0.03,0.0,0.0,0.0,0.03,,,,,,
14148,Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,0.0,0.0,0.03,0.0,0.03,,,,,,
14149,Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,,,,,,
14150,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14152,Onechanbara Z Kagura,PS3,2013,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
14153,Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14154,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
14155,Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,6.0,4.8,5.0,Cyanide,
14156,Pirates: Duels on the High Seas,DS,2008,Action,Oxygen Interactive,0.03,0.0,0.0,0.0,0.03,50.0,15.0,tbd,,Oxygen Interactive,E
14158,PriPara Mezameyo! Megami no Dress Design,3DS,2016,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,,
14160,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,
14161,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Destineer,T
14162,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,70.0,7.5,580.0,Sucker Punch,T
14163,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14165,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,9.0,5.1,22.0,Cyanide,E
14167,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,
14168,Deal or No Deal: Special Edition,DS,2010,Misc,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Zoo Games,E
14169,Puyo Puyo 7,PSP,2009,Puzzle,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,
14172,The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,45.0,7.5,82.0,Daedalic Entertainment,
14175,Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,
14176,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14177,Tokyo Majin Gakuen: Kenfuuchou,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,
14178,Challenge Me: Word Puzzles,DS,2011,Puzzle,O-Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,O-Games,E10+
14183,A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,53.0,40.0,4,110.0,Cyanide,
14186,Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
14188,Need for Speed (2015),PC,2016,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,
14190,Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Raylight Studios,T
14193,The Cursed Crusade,PC,2011,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,55.0,7.0,6,33.0,Kylotonn,M
14194,Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,58.0,7.0,2.5,19.0,Enlight Software,E
14195,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14196,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0.0,0.0,0.03,0.0,0.03,,,,,,
14204,Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14205,Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,
14209,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14210,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,15.0,6.9,15.0,Gearbox Software,M
14211,Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,72.0,31.0,7,78.0,TimeGate Studios,T
14214,Alpha Protocol,PC,2010,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03,72.0,25.0,7.5,511.0,Obsidian Entertainment,M
14217,Cake Mania: Baker's Challenge,PSP,2008,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03,,,tbd,,Coresoft,E
14219,Zoo Vet: Endangered Animals,DS,2008,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Legacy Interactive,E10+
14220,Paddington: Adventures in London,3DS,2015,Puzzle,Koch Media,0.0,0.03,0.0,0.0,0.03,,,tbd,,Ravenscourt,
14224,Langrisser: Re:Incarnation Tensei,3DS,2015,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03,,,,,,
14225,Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14226,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,
14237,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14239,Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14240,Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03,,,tbd,,Playrix Entertainment,
14242,Penguins of Madagascar,WiiU,2014,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,,,5.2,6.0,Little Orbit,E
14244,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,
14246,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03,66.0,29.0,4.9,9.0,Milestone S.r.l,E
14248,Detective Conan: Phantom Rhapsody,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14249,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0.0,0.0,0.03,0.0,0.03,,,,,,
14251,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14254,Diabolik Lovers: More Blood,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
14257,Super Dodgeball Brawlers (jp sales),DS,2008,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,,
14259,Crazy Chicken: Star Karts,DS,2008,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03,,,tbd,,MumboJumbo,E
14260,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,61.0,35.0,7.4,44.0,CyberConnect2,T
14262,K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,
14264,Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14268,Dream C Club Zero,X360,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
14269,Shining Stars,DS,2008,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,,,,,,
14270,Medabots 9: Metabee / Rokusho,3DS,2015,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,
14271,The Void,PC,2008,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03,77.0,12.0,8.3,97.0,Ice-Pick Lodge,
14273,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63.0,12.0,6.8,27.0,BattleGoat Studios,RP
14277,Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,74.0,13.0,7.7,23.0,Studio Saizensen,E
14278,Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,,
14280,Emma at the Farm,DS,2008,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03,,,tbd,,Nobilis,E
14281,Utawarerumono Portable,PSP,2009,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0,0.03,,,,,,
14284,Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,,,,
